seed,weather,scrap_count,total_scrap_value,goldbar_only,item_1001_count,item_1002_count,item_152767_count
5291,None,20,1104,0,6,10,4
5292,Foggy,16,800,0,6,9,1
5293,None,20,1042,0,3,16,1
5294,Rainy,16,871,0,6,9,1
5295,None,21,1009,0,7,13,1
5296,Rainy,16,815,0,6,9,1
5297,None,21,985,0,3,16,2
5298,Rainy,17,1117,0,6,9,2
5299,None,22,1004,0,6,16,0
5300,Rainy,17,825,0,2,14,1
5301,None,22,1245,0,5,14,3
5302,Stormy,18,744,0,4,14,0
5303,None,22,1090,0,6,16,0
5304,Stormy,18,942,0,7,10,1
5305,Foggy,23,1020,0,5,18,0
5306,Stormy,18,1100,0,5,11,2
5307,Foggy,23,986,0,5,16,2
5308,None,19,945,0,4,13,2
5309,Foggy,24,1112,0,7,16,1
5310,None,19,995,0,2,15,2
5311,Foggy,24,1097,0,3,20,1
5312,None,20,950,0,7,13,0
5313,Foggy,24,1092,0,5,18,1
5314,None,20,1157,0,5,12,3
5315,Rainy,16,672,0,6,10,0
5316,None,20,973,0,5,14,1
5317,Rainy,16,811,0,4,10,2
5318,None,21,869,0,1,20,0
5319,Rainy,17,861,0,4,13,0
5320,None,21,993,0,4,15,2
5321,Rainy,17,913,0,3,11,3
5322,None,22,1294,0,4,16,2
5323,Rainy,17,787,0,5,12,0
5324,None,22,1141,0,6,15,1
5325,Stormy,18,922,0,3,13,2
5326,None,22,1395,0,7,12,3
5327,Stormy,18,1084,0,7,10,1
5328,Foggy,23,1017,0,2,18,3
5329,None,19,990,0,4,13,2
5330,Foggy,23,1127,0,6,16,1
5331,None,19,1113,0,5,12,2
5332,Foggy,24,1023,0,7,17,0
5333,None,19,897,0,5,14,0
5334,Foggy,24,1173,0,11,13,0
5335,None,20,964,0,4,14,2
5336,Foggy,24,1171,0,6,16,2
5337,None,20,1009,0,6,13,1
5338,Rainy,16,695,0,0,16,0
5339,None,21,1031,0,7,14,0
5340,Rainy,16,765,0,2,12,2
5341,None,21,1056,0,5,14,2
5342,Rainy,17,869,0,5,12,0
5343,None,21,842,0,0,21,0
5344,Rainy,17,872,0,4,12,1
5345,None,22,1103,0,4,16,2
5346,Rainy,18,913,0,6,11,1
5347,None,22,1235,0,6,15,1
5348,Stormy,18,967,0,5,10,3
5349,Foggy,23,1082,0,7,15,1
5350,Stormy,18,957,0,2,15,1
5351,Foggy,23,1146,0,5,17,1
5352,None,19,901,0,5,14,0
5353,Foggy,23,1066,0,4,19,0
5354,None,19,905,0,4,14,1
5355,Foggy,24,1381,0,6,15,3
5356,None,20,1188,0,6,11,3
5357,Foggy,24,976,0,5,19,0
5358,None,20,843,0,4,16,0
5359,Foggy,16,697,0,6,10,0
5360,None,20,832,0,0,20,0
5361,Rainy,16,826,0,3,12,1
5362,None,21,1046,0,3,17,1
5363,Rainy,16,802,0,6,9,1
5364,None,21,1033,0,7,12,2
5365,Rainy,17,836,0,2,14,1
5366,None,22,1302,0,10,10,2
5367,Rainy,17,895,0,3,12,2
5368,None,22,1004,0,4,16,2
5369,Stormy,18,846,0,7,11,0
5370,None,22,1101,0,6,16,0
5371,Stormy,18,988,0,5,11,2
5372,Foggy,23,1263,0,10,12,1
5373,None,18,823,0,2,15,1
5374,Foggy,23,1033,0,5,17,1
5375,None,19,945,0,4,15,0
5376,Foggy,24,1103,0,3,20,1
5377,None,19,956,0,8,10,1
5378,Foggy,24,1380,0,5,13,6
5379,None,20,988,0,5,14,1
5380,Foggy,24,1134,0,6,18,0
5381,None,20,941,0,5,14,1
5382,Rainy,16,637,0,1,14,1
5383,None,20,978,0,1,16,3
5384,Rainy,16,829,0,5,10,1
5385,None,21,855,0,2,18,1
5386,Rainy,17,1026,0,5,8,4
5387,None,21,998,0,5,15,1
5388,Rainy,17,760,0,6,10,1
5389,None,22,1081,0,8,14,0
5390,Rainy,17,659,0,1,16,0
5391,None,22,1111,0,5,16,1
5392,Stormy,18,839,0,6,12,0
5393,Foggy,23,1070,0,2,19,2
5394,Stormy,18,809,0,4,14,0
5395,Foggy,23,1120,0,7,15,1
5396,None,19,953,0,5,12,2
5397,Foggy,23,1095,0,8,14,1
5398,None,19,975,0,4,14,1
5399,Foggy,24,1147,0,9,14,1
5400,None,19,762,0,2,17,0
5401,Foggy,24,932,0,0,24,0
5402,None,20,1063,0,3,15,2
5403,Foggy,16,820,0,3,12,1
5404,None,20,943,0,7,12,1
5405,Rainy,16,733,0,5,9,2
5406,None,21,1208,0,6,12,3
5407,Rainy,16,756,0,5,11,0
5408,None,21,1113,0,7,12,2
5409,Rainy,17,733,0,5,12,0
5410,None,21,1013,0,9,11,1
5411,Rainy,17,846,0,2,13,2
5412,None,22,1210,0,7,12,3
5413,Rainy,18,970,0,4,12,2
5414,None,22,953,0,1,20,1
5415,Stormy,18,842,0,5,13,0
5416,Foggy,23,1236,0,6,16,1
5417,Stormy,18,971,0,6,11,1
5418,Foggy,23,1363,0,23,0,0
5419,None,19,953,0,6,12,1
5420,Foggy,23,1380,0,5,13,5
5421,None,19,1149,0,4,11,4
5422,Foggy,24,1078,0,5,19,0
5423,None,20,944,0,4,14,2
5424,Foggy,24,1229,0,7,16,1
5425,None,20,821,0,4,16,0
5426,Foggy,16,745,0,5,11,0
5427,None,20,1033,0,5,13,2
5428,Rainy,16,756,0,6,8,2
5429,None,21,955,0,10,11,0
5430,Rainy,16,607,0,1,14,1
5431,None,21,1102,0,5,13,3
5432,Rainy,17,721,0,4,13,0
5433,None,22,1206,0,1,18,3
5434,Rainy,17,734,0,5,12,0
5435,None,22,933,0,0,22,0
5436,Stormy,18,836,0,3,13,2
5437,None,22,1108,0,8,13,1
5438,Stormy,18,930,0,2,13,3
5439,Foggy,23,1395,0,8,11,4
5440,None,18,785,0,3,15,0
5441,Foggy,23,1334,0,8,12,3
5442,None,19,1003,0,8,10,1
5443,Foggy,24,1090,0,4,20,0
5444,None,19,838,0,3,16,0
5445,Foggy,24,1226,0,6,18,0
5446,None,20,942,0,10,9,1
5447,Foggy,24,1244,0,5,17,2
5448,None,20,1090,0,9,10,1
5449,Rainy,16,815,0,2,12,2
5450,None,21,1066,0,4,14,3
5451,Rainy,16,721,0,2,13,1
5452,None,21,1076,0,3,16,2
5453,Rainy,17,942,0,5,11,1
5454,None,21,808,0,4,17,0
5455,Rainy,17,836,0,6,10,1
5456,None,22,1064,0,4,18,0
5457,Rainy,17,882,0,5,11,1
5458,None,22,1214,0,8,12,2
5459,Stormy,18,894,0,4,13,1
5460,Foggy,23,991,0,5,17,1
5461,Stormy,18,1000,0,7,9,2
5462,Foggy,23,1005,0,4,18,1
5463,None,19,825,0,3,16,0
5464,Foggy,23,1117,0,8,13,2
5465,None,19,884,0,5,14,0
5466,Foggy,24,999,0,3,21,0
5467,None,19,757,0,2,17,0
5468,Foggy,24,1209,0,7,15,2
5469,None,20,1196,0,7,11,2
5470,Foggy,16,710,0,5,10,1
5471,None,20,967,0,4,14,2
5472,Rainy,16,664,0,3,13,0
5473,None,21,890,0,2,19,0
5474,Rainy,16,798,0,2,13,1
5475,None,21,947,0,6,14,1
5476,Rainy,17,841,0,5,11,1
5477,None,21,1368,0,10,7,4
5478,Rainy,17,878,0,4,11,2
5479,None,22,1169,0,6,14,2
5480,Stormy,18,749,0,5,13,0
5481,None,22,1110,0,4,16,2
5482,Stormy,18,847,0,4,14,0
5483,Foggy,23,1105,0,4,16,3
5484,Stormy,18,937,0,8,8,2
5485,Foggy,23,1198,0,7,15,1
5486,None,19,842,0,3,15,1
5487,Foggy,23,981,0,3,20,0
5488,None,19,1151,0,7,10,2
5489,Foggy,24,1250,0,3,18,3
5490,None,20,898,0,3,17,0
5491,Foggy,24,1143,0,6,17,1
5492,None,20,1091,0,4,12,4
5493,Foggy,16,670,0,0,16,0
5494,None,20,937,0,5,14,1
5495,Rainy,16,763,0,3,13,0
5496,None,21,975,0,2,17,2
5497,Rainy,16,766,0,4,12,0
5498,None,21,1311,0,6,12,3
5499,Rainy,17,925,0,7,9,1
5500,None,22,961,0,5,15,2
5501,Rainy,17,835,0,3,13,1
5502,None,22,1005,0,4,18,0
5503,Stormy,18,707,0,4,14,0
5504,None,22,1086,0,5,16,1
5505,Stormy,18,898,0,4,12,2
5506,Foggy,23,1093,0,9,14,0
5507,None,19,914,0,5,13,1
5508,Foggy,23,1083,0,5,15,3
5509,None,19,875,0,3,15,1
5510,Foggy,24,950,0,0,24,0
5511,None,19,991,0,5,13,1
5512,Foggy,24,1365,0,5,15,4
5513,None,20,1020,0,5,14,1
5514,Foggy,24,1154,0,4,19,1
5515,None,20,1135,0,8,9,3
5516,Rainy,16,781,0,2,12,2
5517,None,21,944,0,8,13,0
5518,Rainy,16,772,0,7,9,0
5519,None,21,986,0,6,15,0
5520,Rainy,17,806,0,3,13,1
5521,None,21,1033,0,5,14,2
5522,Rainy,17,858,0,8,9,0
5523,None,22,1185,0,3,16,3
5524,Rainy,17,861,0,3,12,2
5525,None,22,1129,0,4,16,2
5526,Stormy,18,839,0,6,12,0
5527,Foggy,23,955,0,0,23,0
5528,Stormy,18,1000,0,6,10,2
5529,Foggy,23,1136,0,8,14,1
5530,None,19,1023,0,5,13,1
5531,Foggy,23,958,0,1,21,1
5532,None,19,906,0,2,15,2
5533,Foggy,24,1120,0,7,16,1
5534,None,19,935,0,7,11,1
5535,Foggy,24,1287,0,9,14,1
5536,None,20,1006,0,3,15,2
5537,Foggy,16,747,0,4,11,1
5538,None,20,964,0,4,16,0
5539,Rainy,16,864,0,1,14,1
5540,None,21,890,0,6,15,0
5541,Rainy,16,835,0,8,7,1
5542,None,21,1080,0,3,15,3
5543,Rainy,17,955,0,1,14,2
5544,None,21,885,0,6,15,0
5545,Rainy,17,776,0,5,12,0
5546,None,22,954,0,5,17,0
5547,Stormy,18,860,0,4,13,1
5548,None,22,1170,0,8,13,1
5549,Stormy,18,970,0,3,13,2
5550,Foggy,23,1013,0,5,16,2
5551,Stormy,18,1060,0,5,11,2
5552,Foggy,23,1155,0,6,15,2
5553,None,19,1018,0,7,11,1
5554,Foggy,23,1070,0,4,17,2
5555,None,19,985,0,7,11,1
5556,Foggy,24,1021,0,5,19,0
5557,None,20,965,0,5,15,0
5558,Foggy,24,1230,0,8,15,1
5559,None,20,921,0,5,14,1
5560,Foggy,16,721,0,6,10,0
5561,None,20,1033,0,3,15,2
5562,Rainy,16,904,0,4,10,2
5563,None,21,988,0,3,16,2
5564,Rainy,17,852,0,6,10,1
5565,None,21,992,0,5,15,1
5566,Rainy,17,835,0,1,14,2
5567,None,22,1181,0,8,14,0
5568,Rainy,17,1010,0,17,0,0
5569,None,22,943,0,4,17,1
5570,Stormy,18,939,0,7,11,0
5571,None,22,1086,0,5,16,1
5572,Stormy,18,1080,0,4,11,3
5573,Foggy,23,979,0,5,18,0
5574,None,19,967,0,3,14,2
5575,Foggy,23,1470,0,7,13,3
5576,None,19,990,0,5,13,1
5577,Foggy,24,1160,0,4,20,0
5578,None,19,828,0,3,15,1
5579,Foggy,24,1055,0,4,20,0
5580,None,20,1015,0,4,13,3
5581,Foggy,24,1335,0,5,14,5
5582,None,20,1058,0,6,12,2
5583,Rainy,16,834,0,7,8,1
5584,None,21,930,0,7,14,0
5585,Rainy,16,676,0,0,16,0
5586,None,21,926,0,3,17,1
5587,Rainy,17,786,0,5,11,1
5588,None,21,932,0,6,15,0
5589,Rainy,17,746,0,3,13,1
5590,None,22,1001,0,8,13,1
5591,Rainy,17,1120,0,9,6,2
5592,None,22,1147,0,6,14,2
5593,Stormy,18,900,0,4,13,1
5594,Foggy,23,1021,0,9,14,0
5595,Stormy,18,993,0,3,13,2
5596,Foggy,23,1108,0,2,19,2
5597,None,19,760,0,2,16,1
5598,Foggy,23,1082,0,9,13,1
5599,None,19,1297,0,4,12,3
5600,Foggy,24,1215,0,6,16,2
5601,None,19,827,0,4,14,1
5602,Foggy,24,1008,0,0,24,0
5603,None,20,866,0,2,18,0
5604,Foggy,16,772,0,2,13,1
5605,None,20,1182,0,12,6,2
5606,Rainy,16,696,0,4,12,0
5607,None,21,1268,0,3,15,3
5608,Rainy,16,756,0,2,14,0
5609,None,21,840,0,4,17,0
5610,Rainy,17,924,0,5,10,2
5611,None,22,1376,0,6,13,3
5612,Rainy,17,1104,0,5,8,4
5613,None,22,1125,0,7,14,1
5614,Stormy,18,768,0,3,15,0
5615,None,22,1017,0,5,16,1
5616,Stormy,18,824,0,2,15,1
5617,Foggy,23,1340,0,5,14,4
5618,Stormy,18,870,0,5,13,0
5619,Foggy,23,1049,0,0,23,0
5620,None,19,879,0,5,14,0
5621,Foggy,24,1357,0,8,13,3
5622,None,19,959,0,5,12,2
5623,Foggy,24,1239,0,10,13,1
5624,None,20,1084,0,5,13,2
5625,Foggy,24,1097,0,8,16,0
5626,None,20,945,0,2,16,2
5627,Foggy,16,806,0,5,10,1
5628,None,20,1030,0,5,13,2
5629,Rainy,16,703,0,5,10,1
5630,None,21,995,0,5,15,1
5631,Rainy,17,1049,0,6,8,3
5632,None,21,1108,0,7,13,1
5633,Rainy,17,822,0,4,12,1
5634,None,22,1242,0,8,12,2
5635,Rainy,17,814,0,3,11,3
5636,None,22,1111,0,3,17,2
5637,Stormy,18,795,0,4,14,0
5638,None,22,894,0,5,16,1
5639,Stormy,18,839,0,2,16,0
5640,Foggy,23,1125,0,8,12,3
5641,None,19,1146,0,7,8,4
5642,Foggy,23,1238,0,5,16,2
5643,None,19,937,0,4,14,1
5644,Foggy,24,1325,0,7,15,2
5645,None,19,1027,0,4,13,2
5646,Foggy,24,1117,0,4,18,2
5647,None,20,1170,0,8,11,1
5648,Foggy,24,1208,0,5,18,1
5649,None,20,1113,0,3,15,2
5650,Rainy,16,699,0,3,13,0
5651,None,21,1089,0,6,13,2
5652,Rainy,16,742,0,4,11,1
5653,None,21,1194,0,7,13,1
5654,Rainy,17,688,0,3,14,0
5655,None,21,1040,0,4,16,1
5656,Rainy,17,805,0,5,12,0
5657,None,22,1002,0,6,16,0
5658,Rainy,17,769,0,4,12,1
5659,None,22,1133,0,4,16,2
5660,Stormy,18,697,0,0,18,0
5661,Foggy,23,1316,0,4,15,4
5662,Stormy,18,928,0,6,10,2
5663,Foggy,23,1158,0,10,12,1
5664,None,19,1112,0,6,11,2
5665,Foggy,23,1187,0,6,16,1
5666,None,19,771,0,3,16,0
5667,Foggy,24,1298,0,10,12,2
5668,None,20,917,0,3,17,0
5669,Foggy,24,1100,0,5,18,1
5670,None,20,1099,0,9,10,1
5671,Foggy,16,745,0,4,11,1
5672,None,20,1075,0,6,13,1
5673,Rainy,16,661,0,2,14,0
5674,None,21,1047,0,8,13,0
5675,Rainy,16,767,0,1,14,1
5676,None,21,923,0,4,16,1
5677,Rainy,17,651,0,4,13,0
5678,None,22,1146,0,6,14,2
5679,Rainy,17,745,0,3,13,1
5680,None,22,982,0,5,17,0
5681,Stormy,18,900,0,3,12,3
5682,None,22,1077,0,6,14,2
5683,Stormy,18,804,0,5,13,0
5684,Foggy,23,1072,0,6,16,1
5685,Stormy,18,792,0,4,13,1
5686,Foggy,23,1192,0,4,17,2
5687,None,19,902,0,8,11,0
5688,Foggy,24,1205,0,7,16,1
5689,None,19,884,0,5,14,0
5690,Foggy,24,1023,0,2,22,0
5691,None,20,1066,0,5,12,3
5692,Foggy,24,1264,0,4,17,3
5693,None,20,933,0,5,15,0
5694,Rainy,16,662,0,0,16,0
5695,None,20,910,0,3,17,0
5696,Rainy,16,824,0,5,10,1
5697,None,21,975,0,5,15,1
5698,Rainy,17,1064,0,5,9,3
5699,None,21,1185,0,3,16,2
5700,Rainy,17,708,0,3,13,1
5701,None,22,997,0,4,16,2
5702,Rainy,17,865,0,4,11,2
5703,None,22,1009,0,8,14,0
5704,Stormy,18,870,0,9,8,1
5705,None,22,1086,0,8,11,3
5706,Stormy,18,800,0,2,15,1
5707,Foggy,23,935,0,8,15,0
5708,None,19,927,0,3,15,1
5709,Foggy,23,1070,0,3,18,2
5710,None,19,1198,0,4,11,4
5711,Foggy,24,1238,0,5,16,3
5712,None,19,971,0,5,13,1
5713,Foggy,24,953,0,5,19,0
5714,None,20,1088,0,6,13,1
5715,Foggy,24,900,0,2,22,0
5716,None,20,972,0,6,13,1
5717,Rainy,16,927,0,5,9,2
5718,None,21,1235,0,4,14,3
5719,Rainy,16,698,0,2,13,1
5720,None,21,1013,0,4,16,1
5721,Rainy,17,894,0,3,12,2
5722,None,21,1034,0,4,17,0
5723,Rainy,17,635,0,2,14,1
5724,None,22,1216,0,8,11,3
5725,Rainy,18,904,0,5,13,0
5726,None,22,984,0,5,17,0
5727,Stormy,18,919,0,10,8,0
5728,Foggy,23,917,0,5,18,0
5729,Stormy,18,862,0,4,12,2
5730,Foggy,23,943,0,4,19,0
5731,None,19,933,0,2,15,2
5732,Foggy,23,994,0,6,17,0
5733,None,19,942,0,5,12,2
5734,Foggy,24,1274,0,10,13,1
5735,None,20,842,0,0,20,0
5736,Foggy,24,1212,0,9,14,1
5737,None,20,996,0,3,16,1
5738,Foggy,16,669,0,3,12,1
5739,None,20,1054,0,6,12,2
5740,Rainy,16,813,0,4,11,1
5741,None,21,1088,0,6,13,2
5742,Rainy,16,765,0,4,11,1
5743,None,21,1127,0,7,12,2
5744,Rainy,17,788,0,7,10,0
5745,None,22,1241,0,3,17,2
5746,Rainy,17,773,0,2,14,1
5747,None,22,910,0,9,13,0
5748,Stormy,18,924,0,5,12,1
5749,None,22,1091,0,3,16,3
5750,Stormy,18,828,0,4,13,1
5751,Foggy,23,1084,0,4,17,2
5752,None,18,693,0,0,18,0
5753,Foggy,23,1089,0,3,19,1
5754,None,19,1078,0,10,8,1
5755,Foggy,24,1113,0,4,19,1
5756,None,19,1105,0,6,10,3
5757,Foggy,24,1108,0,3,20,1
5758,None,20,1041,0,3,15,2
5759,Foggy,24,1135,0,7,17,0
5760,None,20,897,0,4,15,1
5761,Rainy,16,660,0,3,12,1
5762,None,20,1160,0,6,13,1
5763,Rainy,16,723,0,2,13,1
5764,None,21,1065,0,5,14,2
5765,Rainy,17,817,0,7,10,0
5766,None,21,875,0,1,20,0
5767,Rainy,17,923,0,7,10,0
5768,None,22,1147,0,5,16,1
5769,Rainy,17,654,0,0,17,0
5770,None,22,1038,0,5,16,1
5771,Stormy,18,967,0,3,13,2
5772,Foggy,22,983,0,3,18,1
5773,Stormy,18,836,0,5,13,0
5774,Foggy,23,1256,0,7,13,3
5775,None,19,1073,0,4,12,3
5776,Foggy,23,1132,0,8,14,1
5777,None,19,907,0,7,12,0
5778,Foggy,24,1297,0,7,15,2
5779,None,19,828,0,6,13,0
5780,Foggy,24,1228,0,3,18,3
5781,None,20,1147,0,5,12,3
5782,Foggy,16,730,0,0,15,1
5783,None,20,977,0,4,15,1
5784,Rainy,16,852,0,7,7,2
5785,None,21,878,0,6,15,0
5786,Rainy,16,907,0,5,10,1
5787,None,21,1069,0,5,14,2
5788,Rainy,17,895,0,1,12,4
5789,None,21,1011,0,5,16,0
5790,Rainy,17,748,0,3,14,0
5791,None,22,1471,0,7,11,4
5792,Rainy,18,799,0,5,13,0
5793,None,22,950,0,5,16,1
5794,Stormy,18,1131,0,6,9,3
5795,Foggy,23,874,0,3,20,0
5796,Stormy,18,892,0,6,11,1
5797,Foggy,23,1163,0,8,15,0
5798,None,19,831,0,4,15,0
5799,Foggy,23,1153,0,5,16,2
5800,None,19,943,0,6,11,2
5801,Foggy,24,1399,0,5,15,4
5802,None,20,839,0,1,18,1
5803,Foggy,24,1082,0,7,17,0
5804,None,20,1267,0,6,10,4
5805,Foggy,16,757,0,5,11,0
5806,None,20,875,0,2,16,2
5807,Rainy,16,1129,0,7,5,4
5808,None,21,1137,0,6,13,2
5809,Rainy,16,710,0,4,12,0
5810,None,21,1000,0,6,15,0
5811,Rainy,17,950,0,3,10,4
5812,None,22,1213,0,8,14,0
5813,Rainy,17,888,0,5,11,1
5814,None,22,972,0,6,16,0
5815,Stormy,18,1043,0,5,11,2
5816,None,22,1258,0,10,10,2
5817,Stormy,18,783,0,6,12,0
5818,Foggy,23,1082,0,4,18,1
5819,None,18,994,0,6,10,2
5820,Foggy,23,1176,0,4,17,2
5821,None,19,949,0,3,13,3
5822,Foggy,24,1436,0,5,15,4
5823,None,19,808,0,3,16,0
5824,Foggy,24,1249,0,9,14,1
5825,None,20,822,0,6,14,0
5826,Foggy,24,1112,0,10,14,0
5827,None,20,1014,0,5,14,1
5828,Rainy,16,676,0,0,16,0
5829,None,20,839,0,5,15,0
5830,Rainy,16,744,0,4,12,0
5831,None,21,1108,0,7,12,2
5832,Rainy,17,832,0,4,13,0
5833,None,21,1054,0,6,15,0
5834,Rainy,17,796,0,5,11,1
5835,None,22,992,0,1,20,1
5836,Rainy,17,968,0,5,10,2
5837,None,22,1098,0,6,14,2
5838,Stormy,18,952,0,4,12,2
5839,Foggy,23,990,0,6,17,0
5840,Stormy,18,909,0,3,13,2
5841,Foggy,23,1252,0,9,12,2
5842,None,19,791,0,3,15,1
5843,Foggy,23,1062,0,5,17,1
5844,None,19,804,0,0,19,0
5845,Foggy,24,1224,0,6,15,3
5846,None,19,870,0,5,14,0
5847,Foggy,24,1253,0,8,13,3
5848,None,20,1015,0,7,13,0
5849,Foggy,16,701,0,4,12,0
5850,None,20,984,0,4,14,2
5851,Rainy,16,868,0,4,9,3
5852,None,21,1088,0,3,16,2
5853,Rainy,16,978,0,2,11,3
5854,None,21,1125,0,8,13,0
5855,Rainy,17,792,0,5,11,1
5856,None,21,1120,0,5,14,2
5857,Rainy,17,931,0,5,10,2
5858,None,22,1065,0,4,18,0
5859,Stormy,18,842,0,3,13,2
5860,None,22,1167,0,7,14,1
5861,Stormy,18,1039,0,18,0,0
5862,Foggy,23,1070,0,8,15,0
5863,Stormy,18,761,0,1,16,1
5864,Foggy,23,1075,0,8,14,1
5865,None,19,911,0,2,16,1
5866,Foggy,23,974,0,7,16,0
5867,None,19,875,0,5,12,2
5868,Foggy,24,1314,0,5,18,1
5869,None,20,1079,0,4,14,2
5870,Foggy,24,1216,0,6,17,1
5871,None,20,1056,0,4,14,2
5872,Foggy,16,827,0,2,12,2
5873,None,20,1093,0,5,13,2
5874,Rainy,16,812,0,5,10,1
5875,None,21,843,0,3,18,0
5876,Rainy,16,865,0,4,11,1
5877,None,21,1114,0,8,13,0
5878,Rainy,17,695,0,3,13,1
5879,None,22,972,0,5,16,1
5880,Rainy,17,913,0,3,12,2
5881,None,22,1365,0,7,12,3
5882,Stormy,18,888,0,3,13,2
5883,None,22,1027,0,7,14,1
5884,Stormy,18,1149,0,9,7,2
5885,Foggy,23,1241,0,5,16,2
5886,None,19,931,0,4,13,2
5887,Foggy,23,1063,0,7,15,1
5888,None,19,999,0,4,12,3
5889,Foggy,24,1113,0,6,18,0
5890,None,19,980,0,9,9,1
5891,Foggy,24,1385,0,9,11,4
5892,None,20,875,0,4,16,0
5893,Foggy,24,1162,0,4,19,1
5894,None,20,940,0,4,16,0
5895,Rainy,16,852,0,2,13,1
5896,None,21,1146,0,5,14,2
5897,Rainy,16,857,0,6,9,1
5898,None,21,1077,0,8,11,2
5899,Rainy,17,756,0,4,13,0
5900,None,21,1130,0,4,16,1
5901,Rainy,17,688,0,3,13,1
5902,None,22,866,0,0,22,0
5903,Rainy,17,868,0,2,13,2
5904,None,22,1114,0,4,16,2
5905,Stormy,18,861,0,5,12,1
5906,Foggy,23,1086,0,7,14,2
5907,Stormy,18,772,0,5,12,1
5908,Foggy,23,1125,0,5,16,2
5909,None,19,847,0,5,14,0
5910,Foggy,23,1053,0,4,17,2
5911,None,19,866,0,4,14,1
5912,Foggy,24,1254,0,4,17,3
5913,None,19,996,0,9,9,1
5914,Foggy,24,1115,0,5,18,1
5915,None,20,788,0,2,17,1
5916,Foggy,16,890,0,2,12,2
5917,None,20,941,0,7,13,0
5918,Rainy,16,833,0,2,12,2
5919,None,21,811,0,0,21,0
5920,Rainy,16,849,0,5,10,1
5921,None,21,1148,0,7,13,1
5922,Rainy,17,837,0,6,11,0
5923,None,21,884,0,2,19,0
5924,Rainy,17,892,0,6,9,2
5925,None,22,1064,0,6,16,0
5926,Stormy,18,860,0,3,14,1
5927,None,22,1247,0,7,12,3
5928,Stormy,18,874,0,6,12,0
5929,Foggy,23,1099,0,6,15,2
5930,Stormy,18,1030,0,5,11,2
5931,Foggy,23,1044,0,6,16,1
5932,None,19,923,0,2,15,2
5933,Foggy,23,1082,0,6,17,0
5934,None,19,822,0,2,16,1
5935,Foggy,24,1145,0,5,18,1
5936,None,20,1000,0,7,12,1
5937,Foggy,24,1242,0,7,16,1
5938,None,20,1068,0,7,12,1
5939,Foggy,16,570,0,2,14,0
5940,None,20,944,0,4,16,0
5941,Rainy,16,907,0,2,12,2
5942,None,21,938,0,5,16,0
5943,Rainy,17,747,0,4,12,1
5944,None,21,1059,0,6,14,1
5945,Rainy,17,888,0,2,14,1
5946,None,22,1124,0,5,17,0
5947,Rainy,17,819,0,4,12,1
5948,None,22,1181,0,9,11,2
5949,Stormy,18,794,0,4,13,1
5950,None,22,1121,0,6,14,2
5951,Stormy,18,904,0,4,12,2
5952,Foggy,23,1043,0,0,22,1
5953,None,19,1010,0,3,15,1
5954,Foggy,23,1178,0,8,14,1
5955,None,19,861,0,4,12,3
5956,Foggy,24,1238,0,2,20,2
5957,None,19,979,0,6,11,2
5958,Foggy,24,1016,0,6,18,0
5959,None,20,984,0,7,12,1
5960,Foggy,24,1219,0,8,16,0
5961,None,20,1104,0,4,13,3
5962,Rainy,16,830,0,6,10,0
5963,None,21,998,0,4,16,1
5964,Rainy,16,961,0,4,10,2
5965,None,21,1101,0,4,16,1
5966,Rainy,17,855,0,4,12,1
5967,None,21,1273,0,7,12,2
5968,Rainy,17,792,0,6,11,0
5969,None,22,986,0,4,17,1
5970,Rainy,17,1004,0,5,9,3
5971,None,22,1079,0,6,15,1
5972,Stormy,18,779,0,2,16,0
5973,Foggy,23,1150,0,8,14,1
5974,Stormy,18,892,0,4,12,2
5975,Foggy,23,1030,0,3,20,0
5976,None,19,911,0,4,14,1
5977,Foggy,23,1054,0,4,17,2
5978,None,19,966,0,6,12,1
5979,Foggy,24,1034,0,7,17,0
5980,None,19,849,0,3,13,3
5981,Foggy,24,1065,0,3,20,1
5982,None,20,828,0,4,16,0
5983,Foggy,16,822,0,4,12,0
5984,None,20,1057,0,6,12,2
5985,Rainy,16,722,0,2,12,2
5986,None,21,992,0,4,15,2
5987,Rainy,16,754,0,4,12,0
5988,None,21,989,0,6,14,1
5989,Rainy,17,842,0,5,10,2
5990,None,21,1019,0,5,14,2
5991,Rainy,17,837,0,1,15,1
5992,None,22,944,0,3,18,1
5993,Stormy,18,1029,0,6,9,3
5994,None,22,871,0,0,22,0
5995,Stormy,18,1195,0,6,8,4
5996,Foggy,23,1184,0,5,15,3
5997,Stormy,18,968,0,7,10,1
5998,Foggy,23,1086,0,4,18,1
5999,None,19,876,0,4,14,1
6000,Foggy,24,1094,0,7,16,1
6001,None,19,1029,0,3,13,3
6002,Foggy,24,1369,0,6,13,5
6003,None,20,1109,0,6,13,1
6004,Foggy,24,1106,0,10,14,0
6005,None,20,945,0,4,14,2
6006,Foggy,16,703,0,2,14,0
6007,None,20,1017,0,4,14,2
6008,Rainy,16,934,0,5,9,2
6009,None,21,1178,0,2,17,2
6010,Rainy,17,791,0,4,12,1
6011,None,21,847,0,0,21,0
6012,Rainy,17,837,0,4,12,1
6013,None,22,1090,0,6,15,1
6014,Rainy,17,919,0,4,12,1
6015,None,22,946,0,5,16,1
6016,Stormy,18,822,0,1,15,2
6017,None,22,1140,0,4,17,1
6018,Stormy,18,857,0,7,11,0
6019,Foggy,23,1226,0,9,13,1
6020,None,19,992,0,6,12,1
